"hgnc_symbol","ensembl_gene_id","ensembl_transcript_id","chromosome_name","percentage_gc_content","entrezgene","hgnc_symbol","hgnc_transcript_name","strand","band","transcript_length"
"TJP2","ENSG00000119139","ENST00000377245","9",0.4344,9414,"TJP2","TJP2-003",1,"q21.11",4611
"TJP3","ENSG00000105289","ENST00000541714","19",0.5381,27134,"TJP3","TJP3-002",1,"p13.3",3350
"TK1","ENSG00000167900","ENST00000588734","17",0.532,7083,"TK1","TK1-002",-1,"q25.3",1681
"TK2","ENSG00000166548","ENST00000299697","16",0.4954,7084,"TK2","TK2-201",-1,"q21",5114
"TKT","ENSG00000163931","ENST00000460343","3",0.5436,7086,"TKT","TKT-009",-1,"p21.1",7286
"TKTL1","ENSG00000007350","ENST00000369915","X",0.4832,8277,"TKTL1","TKTL1-002",1,"q28",2642
"TKTL2","ENSG00000151005","ENST00000280605","4",0.4561,84076,"TKTL2","TKTL2-001",-1,"q32.2",2791
"TLCD1","ENSG00000160606","ENST00000292090","17",0.6034,116238,"TLCD1","TLCD1-001",-1,"q11.2",1017
"TLCD2","ENSG00000185561","ENST00000330676","17",0.6115,727910,"TLCD2","TLCD2-001",-1,"p13.3",991
"TLE1","ENSG00000196781","ENST00000376499","9",0.4343,7088,"TLE1","TLE1-001",-1,"q21.32",3893
"TLE2","ENSG00000065717","ENST00000262953","19",0.5467,7089,"TLE2","TLE2-004",-1,"p13.3",2705
"TLE3","ENSG00000140332","ENST00000557815","15",0.5215,7090,"TLE3","TLE3-023",-1,"q23",7809
"TLE4","ENSG00000106829","ENST00000376520","9",0.3929,7091,"TLE4","TLE4-201",1,"q21.31",4845
"TLE6","ENSG00000104953","ENST00000246112","19",0.5415,79816,"TLE6","TLE6-002",1,"p13.3",2095
"TLK1","ENSG00000198586","ENST00000442919","2",0.3808,9874,"TLK1","TLK1-201",-1,"q31.1",5730
"TLK2","ENSG00000146872","ENST00000582809","17",0.4217,11011,"TLK2","TLK2-003",1,"q23.2",3608
"TLL1","ENSG00000038295","ENST00000061240","4",0.3572,7092,"TLL1","TLL1-001",1,"q32.3",6708
"TLL2","ENSG00000095587","ENST00000357947","10",0.4643,7093,"TLL2","TLL2-001",-1,"q24.1",6756
"TLN1","ENSG00000137076","ENST00000314888","9",0.5119,7094,"TLN1","TLN1-001",-1,"p13.3",8823
"TLN2","ENSG00000171914","ENST00000561311","15",0.436,83660,"TLN2","TLN2-001",1,"q22.2",11880
"TLR1","ENSG00000174125","ENST00000308979","4",0.4078,7096,"TLR1","TLR1-201",-1,"p14",2847
"TLR10","ENSG00000174123","ENST00000308973","4",0.3876,81793,"TLR10","TLR10-001",-1,"p14",3958
"TLR2","ENSG00000137462","ENST00000260010","4",0.3933,7097,"TLR2","TLR2-001",1,"q31.3",4200
"TLR3","ENSG00000164342","ENST00000296795","4",0.3923,7098,"TLR3","TLR3-001",1,"q35.1",6015
"TLR4","ENSG00000136869","ENST00000355622","9",0.3849,7099,"TLR4","TLR4-001",1,"q33.1",4844
"TLR5","ENSG00000187554","ENST00000540964","1",0.4661,7100,"TLR5","TLR5-202",-1,"q41",4088
"TLR6","ENSG00000174130","ENST00000436693","4",0.3976,10333,"TLR6","TLR6-201",-1,"p14",5879
"TLR7","ENSG00000196664","ENST00000380659","X",0.4025,51284,"TLR7","TLR7-001",1,"p22.2",5011
"TLR8","ENSG00000101916","ENST00000218032","X",0.4132,51311,"TLR8","TLR8-002",1,"p22.2",4216
"TLR8-AS1","ENSG00000233338","ENST00000451564","X",0.433,349408,"TLR8-AS1","TLR8-AS1-001",-1,"p22.2",1349
"TLR9","ENSG00000239732","ENST00000597542","3",0.5965,54106,"TLR9","TLR9-201",-1,"p21.2",4129
"TLX1","ENSG00000107807","ENST00000370196","10",0.5813,3195,"TLX1","TLX1-001",1,"q24.31",3910
"TLX1NB","ENSG00000236311","ENST00000445873","10",0.5111,100038246,"TLX1NB","TLX1NB-001",-1,"q24.31",1862
"TLX2","ENSG00000115297","ENST00000233638","2",0.6499,3196,"TLX2","TLX2-001",1,"p13.1",2136
"TLX3","ENSG00000164438","ENST00000296921","5",0.6678,30012,"TLX3","TLX3-001",1,"q35.1",1493
"TM2D1","ENSG00000162604","ENST00000371177","1",0.3963,83941,"TM2D1","TM2D1-007",-1,"p31.3",3218
"TM2D2","ENSG00000169490","ENST00000412303","8",0.4234,83877,"TM2D2","TM2D2-201",-1,"p11.22",3435
"TM2D3","ENSG00000184277","ENST00000560390","15",0.41,80213,"TM2D3","TM2D3-008",-1,"q26.3",3102
"TM4SF1","ENSG00000169908","ENST00000472441","3",0.3789,4071,"TM4SF1","TM4SF1-003",-1,"q25.1",3115
"TM4SF18","ENSG00000163762","ENST00000296059","3",0.3776,116441,"TM4SF18","TM4SF18-001",-1,"q25.1",3852
"TM4SF19","ENSG00000145107","ENST00000446879","3",0.4866,116211,"TM4SF19","TM4SF19-002",-1,"q29",1582
"TM4SF20","ENSG00000168955","ENST00000304568","2",0.4112,79853,"TM4SF20","TM4SF20-001",-1,"q36.3",2296
"TM4SF4","ENSG00000169903","ENST00000305354","3",0.4159,7104,"TM4SF4","TM4SF4-001",1,"q25.1",2101
"TM4SF5","ENSG00000142484","ENST00000576530","17",0.5064,9032,"TM4SF5","TM4SF5-002",1,"p13.2",930
"TM6SF1","ENSG00000136404","ENST00000322019","15",0.4366,53346,"TM6SF1","TM6SF1-001",1,"q25.2",2074
"TM6SF2","ENSG00000213996","ENST00000431465","19",0.5528,53345,"TM6SF2","TM6SF2-003",-1,"p13.11",1829
"TM7SF2","ENSG00000149809","ENST00000530650","11",0.6018,7108,"TM7SF2","TM7SF2-005",1,"q13.1",2094
"TM7SF3","ENSG00000064115","ENST00000343028","12",0.4051,51768,"TM7SF3","TM7SF3-001",-1,"p11.23",2709
"TM9SF1","ENSG00000100926","ENST00000556387","14",0.4953,10548,"TM9SF1","TM9SF1-201",-1,"q12",2740
"TM9SF2","ENSG00000125304","ENST00000376387","13",0.3893,9375,"TM9SF2","TM9SF2-001",1,"q32.3",3430
"TM9SF3","ENSG00000077147","ENST00000371142","10",0.3703,56889,"TM9SF3","TM9SF3-001",-1,"q24.1",6141
"TM9SF4","ENSG00000101337","ENST00000217315","20",0.4745,9777,"TM9SF4","TM9SF4-001",1,"q11.21",4032
"TMBIM1","ENSG00000135926","ENST00000444881","2",0.5443,102465256,"TMBIM1","TMBIM1-003",-1,"q35",2936
"TMBIM4","ENSG00000155957","ENST00000358230","12",0.401,51643,"TMBIM4","TMBIM4-001",-1,"q14.3",2952
"TMBIM6","ENSG00000139644","ENST00000423828","12",0.4342,7009,"TMBIM6","TMBIM6-201",1,"q13.12",3254
"TMC1","ENSG00000165091","ENST00000297784","9",0.3922,117531,"TMC1","TMC1-001",1,"q21.13",3201
"TMC2","ENSG00000149488","ENST00000358864","20",0.4282,117532,"TMC2","TMC2-001",1,"p13",3169
"TMC3","ENSG00000188869","ENST00000558726","15",0.4291,342125,"TMC3","TMC3-004",-1,"q25.1",4644
"TMC4","ENSG00000167608","ENST00000376591","19",0.5605,147798,"TMC4","TMC4-011",-1,"q13.42",2412
"TMC5","ENSG00000103534","ENST00000396229","16",0.4506,79838,"TMC5","TMC5-201",1,"p12.3",4917
"TMC6","ENSG00000141524","ENST00000590602","17",0.6198,11322,"TMC6","TMC6-007",-1,"q25.3",5268
"TMC7","ENSG00000170537","ENST00000421369","16",0.4616,79905,"TMC7","TMC7-002",1,"p12.3",4499
"TMC8","ENSG00000167895","ENST00000318430","17",0.6046,147138,"TMC8","TMC8-002",1,"q25.3",4411
"TMCC1","ENSG00000172765","ENST00000393238","3",0.3937,23023,"TMCC1","TMCC1-001",-1,"q22.1",5992
"TMCC2","ENSG00000133069","ENST00000358024","1",0.5121,9911,"TMCC2","TMCC2-001",1,"q32.1",3738
"TMCC3","ENSG00000057704","ENST00000261226","12",0.4311,57458,"TMCC3","TMCC3-001",-1,"q22",5877
"TMCO1","ENSG00000143183","ENST00000367881","1",0.4002,54499,"TMCO1","TMCO1-001",-1,"q24.1",2224
"TMCO2","ENSG00000188800","ENST00000372766","1",0.4303,127391,"TMCO2","TMCO2-001",1,"p34.2",739
"TMCO3","ENSG00000150403","ENST00000434316","13",0.4829,55002,"TMCO3","TMCO3-007",1,"q34",3050
"TMCO4","ENSG00000162542","ENST00000294543","1",0.4892,255104,"TMCO4","TMCO4-001",-1,"p36.13",2974
"TMCO5A","ENSG00000166069","ENST00000558158","15",0.3796,145942,"TMCO5A","TMCO5A-004",1,"q14",2894
"TMCO5B","ENSG00000215296","ENST00000529696","15",0.4143,NA,"TMCO5B","TMCO5B-001",-1,"q13.3",1568
"TMCO6","ENSG00000113119","ENST00000510336","5",0.5135,55374,"TMCO6","TMCO6-006",1,"q31.3",1953
"TMED1","ENSG00000099203","ENST00000214869","19",0.5625,11018,"TMED1","TMED1-001",-1,"p13.2",1340
"TMED10","ENSG00000170348","ENST00000303575","14",0.4221,10972,"TMED10","TMED10-001",-1,"q24.3",4127
"TMED10P1","ENSG00000254618","ENST00000534816","8",0.4718,NA,"TMED10P1","TMED10P1-001",1,"q24.3",655
"TMED11P","ENSG00000215367","ENST00000479478","4",0.4348,100379220,"TMED11P","TMED11P-001",-1,"p16.3",690
"TMED2","ENSG00000086598","ENST00000262225","12",0.4228,10959,"TMED2","TMED2-001",1,"q24.31",2552
"TMED3","ENSG00000166557","ENST00000543455","15",0.4237,23423,"TMED3","TMED3-004",1,"q25.1",1483
"TMED4","ENSG00000158604","ENST00000457408","7",0.4893,222068,"TMED4","TMED4-001",-1,"p13",2322
"TMED5","ENSG00000117500","ENST00000370282","1",0.3824,50999,"TMED5","TMED5-001",-1,"p22.1",6104
"TMED6","ENSG00000157315","ENST00000288025","16",0.456,146456,"TMED6","TMED6-001",-1,"q22.1",938
"TMED7","ENSG00000134970","ENST00000456936","5",0.3791,100302736,"TMED7","TMED7-001",-1,"q22.3",3757
"TMED7-TICAM2","ENSG00000251201","ENST00000282382","5",0.3742,100302736,"TMED7-TICAM2","TMED7-TICAM2-001",-1,"q22.3",3491
"TMED8","ENSG00000100580","ENST00000216468","14",0.4116,283578,"TMED8","TMED8-001",-1,"q24.3",7784
"TMED9","ENSG00000184840","ENST00000332598","5",0.5316,54732,"TMED9","TMED9-001",1,"q35.3",1473
"TMEFF1","ENSG00000241697","ENST00000374879","9",0.3987,8577,"TMEFF1","TMEFF1-001",1,"q31.1",2611
"TMEFF2","ENSG00000144339","ENST00000409056","2",0.36,23671,"TMEFF2","TMEFF2-003",-1,"q32.3",3364
"TMEM100","ENSG00000166292","ENST00000575734","17",0.4018,55273,"TMEM100","TMEM100-002",-1,"q22",1962
"TMEM101","ENSG00000091947","ENST00000589334","17",0.4994,84336,"TMEM101","TMEM101-001",-1,"q21.31",1830
"TMEM102","ENSG00000181284","ENST00000323206","17",0.6392,284114,"TMEM102","TMEM102-001",1,"p13.1",1973
"TMEM104","ENSG00000109066","ENST00000335464","17",0.5436,54868,"TMEM104","TMEM104-201",1,"q25.1",4745
"TMEM105","ENSG00000185332","ENST00000332900","17",0.5877,284186,"TMEM105","TMEM105-001",-1,"q25.3",3317
"TMEM106A","ENSG00000184988","ENST00000331615","17",0.5071,113277,"TMEM106A","TMEM106A-001",1,"q21.31",3267
"TMEM106B","ENSG00000106460","ENST00000396667","7",0.3461,54664,"TMEM106B","TMEM106B-001",1,"p21.3",12539
"TMEM106C","ENSG00000134291","ENST00000429772","12",0.4667,79022,"TMEM106C","TMEM106C-001",1,"q13.11",1515
"TMEM107","ENSG00000179029","ENST00000532998","17",0.4951,84314,"TMEM107","TMEM107-005",-1,"p13.1",2358
"TMEM108","ENSG00000144868","ENST00000515826","3",0.4021,66000,"TMEM108","TMEM108-004",1,"q22.1",4833
"TMEM109","ENSG00000110108","ENST00000227525","11",0.511,79073,"TMEM109","TMEM109-001",1,"q12.2",2413
"TMEM11","ENSG00000178307","ENST00000317635","17",0.5196,8834,"TMEM11","TMEM11-001",-1,"p11.2",2095
"TMEM110","ENSG00000213533","ENST00000355083","3",0.4839,375346,"TMEM110","TMEM110-004",-1,"p21.1",4769
"TMEM110-MUSTN1","ENSG00000248592","ENST00000495552","3",0.4877,100526772,"TMEM110-MUSTN1","TMEM110-MUSTN1-003",-1,"p21.1",5280
"TMEM114","ENSG00000232258","ENST00000568335","16",0.5219,283953,"TMEM114","TMEM114-001",-1,"p13.2",644
"TMEM115","ENSG00000126062","ENST00000266025","3",0.5753,11070,"TMEM115","TMEM115-001",-1,"p21.31",2197
"TMEM116","ENSG00000198270","ENST00000548283","12",0.4026,89894,"TMEM116","TMEM116-006",-1,"q24.13",3640
"TMEM117","ENSG00000139173","ENST00000266534","12",0.3735,84216,"TMEM117","TMEM117-001",1,"q12",2758
"TMEM119","ENSG00000183160","ENST00000392806","12",0.5618,338773,"TMEM119","TMEM119-001",-1,"q23.3",2707
"TMEM120A","ENSG00000189077","ENST00000338761","7",0.6157,83862,"TMEM120A","TMEM120A-001",-1,"q11.23",1456
"TMEM120B","ENSG00000188735","ENST00000449592","12",0.5194,144404,"TMEM120B","TMEM120B-002",1,"q24.31",7461
"TMEM121","ENSG00000184986","ENST00000392519","14",0.7142,80757,"TMEM121","TMEM121-001",1,"q32.33",1532
"TMEM123","ENSG00000152558","ENST00000398136","11",0.4062,114908,"TMEM123","TMEM123-001",-1,"q22.2",3579
"TMEM125","ENSG00000179178","ENST00000432792","1",0.5832,128218,"TMEM125","TMEM125-002",1,"p34.2",1850
"TMEM126A","ENSG00000171202","ENST00000304511","11",0.3769,84233,"TMEM126A","TMEM126A-001",1,"q14.1",739
"TMEM126B","ENSG00000171204","ENST00000528361","11",0.3722,55863,"TMEM126B","TMEM126B-003",1,"q14.1",1388
"TMEM127","ENSG00000135956","ENST00000258439","2",0.5114,55654,"TMEM127","TMEM127-001",-1,"q11.2",6266
"TMEM128","ENSG00000132406","ENST00000254742","4",0.417,85013,"TMEM128","TMEM128-001",-1,"p16.3",1737
"TMEM129","ENSG00000168936","ENST00000382936","4",0.6246,92305,"TMEM129","TMEM129-002",-1,"p16.3",2810
"TMEM130","ENSG00000261149","ENST00000565289","HG946_PATCH",0.5226,222865,"TMEM130","TMEM130-003",-1,"q22.1",3891
"TMEM131","ENSG00000075568","ENST00000485245","2",0.3929,23505,"TMEM131","TMEM131-003",-1,"q11.2",7473
"TMEM132A","ENSG00000006118","ENST00000544098","11",0.5871,54972,"TMEM132A","TMEM132A-005",1,"q12.2",3981
"TMEM132B","ENSG00000139364","ENST00000299308","12",0.439,114795,"TMEM132B","TMEM132B-002",1,"q24.31",10906
"TMEM132C","ENSG00000181234","ENST00000435159","12",0.4504,92293,"TMEM132C","TMEM132C-201",1,"q24.32",4947
"TMEM132D","ENSG00000151952","ENST00000422113","12",0.4267,121256,"TMEM132D","TMEM132D-001",-1,"q24.33",5776
"TMEM132E","ENSG00000181291","ENST00000321639","17",0.53,124842,"TMEM132E","TMEM132E-001",1,"q12",4369
"TMEM133","ENSG00000170647","ENST00000303130","11",0.3708,83935,"TMEM133","TMEM133-001",1,"q22.1",1853
"TMEM134","ENSG00000172663","ENST00000501408","11",0.6016,80194,"TMEM134","TMEM134-002",-1,"q13.2",1866
"TMEM135","ENSG00000166575","ENST00000340353","11",0.3632,65084,"TMEM135","TMEM135-003",1,"q14.2",3938
"TMEM136","ENSG00000181264","ENST00000375095","11",0.4347,219902,"TMEM136","TMEM136-002",1,"q23.3",4143
"TMEM138","ENSG00000149483","ENST00000542946","11",0.4808,51524,"TMEM138","TMEM138-009",1,"q12.2",2839
"TMEM139","ENSG00000178826","ENST00000359333","7",0.475,135932,"TMEM139","TMEM139-001",1,"q34",2383
"TMEM140","ENSG00000146859","ENST00000275767","7",0.4302,55281,"TMEM140","TMEM140-001",1,"q33",1997
"TMEM141","ENSG00000244187","ENST00000465017","9",0.6259,85014,"TMEM141","TMEM141-003",1,"q34.3",839
"TMEM143","ENSG00000161558","ENST00000293261","19",0.518,55260,"TMEM143","TMEM143-001",-1,"q13.33",2560
"TMEM144","ENSG00000164124","ENST00000503404","4",0.3781,55314,"TMEM144","TMEM144-005",1,"q32.1",4872
"TMEM145","ENSG00000167619","ENST00000598766","19",0.5714,284339,"TMEM145","TMEM145-004",1,"q13.2",2011
"TMEM147","ENSG00000105677","ENST00000595467","19",0.5859,10430,"TMEM147","TMEM147-006",1,"q13.12",1783
"TMEM14A","ENSG00000096092","ENST00000211314","6",0.4173,28978,"TMEM14A","TMEM14A-001",1,"p12.2",992
"TMEM14B","ENSG00000137210","ENST00000463448","6",0.4253,81853,"TMEM14B","TMEM14B-007",1,"p24.2",1589
"TMEM14C","ENSG00000111843","ENST00000541412","6",0.4749,51522,"TMEM14C","TMEM14C-201",1,"p24.2",1177
"TMEM14E","ENSG00000221962","ENST00000408960","3",0.4043,645843,"TMEM14E","TMEM14E-001",-1,"q25.1",1296
"TMEM150A","ENSG00000168890","ENST00000431593","2",0.6016,129303,"TMEM150A","TMEM150A-003",-1,"p11.2",2323
"TMEM150B","ENSG00000180061","ENST00000592891","19",0.521,284417,"TMEM150B","TMEM150B-007",-1,"q13.42",1197
"TMEM150C","ENSG00000249242","ENST00000515780","4",0.4181,441027,"TMEM150C","TMEM150C-001",-1,"q21.22",3296
"TMEM151A","ENSG00000179292","ENST00000327259","11",0.6482,256472,"TMEM151A","TMEM151A-001",1,"q13.2",2562
"TMEM151B","ENSG00000178233","ENST00000451188","6",0.5471,441151,"TMEM151B","TMEM151B-001",1,"p21.1",4895
"TMEM154","ENSG00000170006","ENST00000304385","4",0.4153,201799,"TMEM154","TMEM154-001",-1,"q31.3",10698
"TMEM155","ENSG00000164112","ENST00000461198","4",0.4271,132332,"TMEM155","TMEM155-004",-1,"q27",2389
"TMEM156","ENSG00000121895","ENST00000381938","4",0.39,80008,"TMEM156","TMEM156-001",-1,"p14",1935
"TMEM158","ENSG00000249992","ENST00000503771","3",0.6685,25907,"TMEM158","TMEM158-001",-1,"p21.31",1813
"TMEM159","ENSG00000011638","ENST00000233047","16",0.437,57146,"TMEM159","TMEM159-001",1,"p12.3",2014
"TMEM160","ENSG00000130748","ENST00000253047","19",0.616,54958,"TMEM160","TMEM160-001",-1,"q13.32",663
"TMEM161A","ENSG00000064545","ENST00000450333","19",0.516,54929,"TMEM161A","TMEM161A-002",-1,"p13.11",1930
"TMEM161B","ENSG00000164180","ENST00000510089","5",0.3547,153396,"TMEM161B","TMEM161B-004",-1,"q14.3",7608
"TMEM163","ENSG00000152128","ENST00000476823","2",0.4372,81615,"TMEM163","TMEM163-002",-1,"q21.3",5078
"TMEM164","ENSG00000157600","ENST00000372073","X",0.4206,101928589,"TMEM164","TMEM164-003",1,"q23",5567
"TMEM165","ENSG00000134851","ENST00000381334","4",0.3882,55858,"TMEM165","TMEM165-001",1,"q12",1928
"TMEM167A","ENSG00000174695","ENST00000502346","5",0.3595,153339,"TMEM167A","TMEM167A-001",-1,"q14.2",4630
"TMEM167B","ENSG00000215717","ENST00000338272","1",0.4373,56900,"TMEM167B","TMEM167B-001",1,"p13.3",3730
"TMEM168","ENSG00000146802","ENST00000312814","7",0.3546,64418,"TMEM168","TMEM168-001",-1,"q31.1",7470
"TMEM169","ENSG00000163449","ENST00000454545","2",0.4395,92691,"TMEM169","TMEM169-201",1,"q35",3460
"TMEM17","ENSG00000186889","ENST00000494919","2",0.3929,200728,"TMEM17","TMEM17-003",-1,"p15",2460
"TMEM170A","ENSG00000166822","ENST00000357613","16",0.4464,124491,"TMEM170A","TMEM170A-002",-1,"q23.1",4959
"TMEM170B","ENSG00000205269","ENST00000379426","6",0.371,100113407,"TMEM170B","TMEM170B-001",1,"p24.2",8362
"TMEM171","ENSG00000157111","ENST00000454765","5",0.4769,134285,"TMEM171","TMEM171-001",1,"q13.2",1535
"TMEM173","ENSG00000184584","ENST00000507297","5",0.5357,340061,"TMEM173","TMEM173-002",-1,"q31.2",3200
"TMEM174","ENSG00000164325","ENST00000296776","5",0.4977,134288,"TMEM174","TMEM174-001",1,"q13.2",1759
"TMEM175","ENSG00000127419","ENST00000438836","4",0.5183,84286,"TMEM175","TMEM175-002",1,"p16.3",2236
"TMEM176A","ENSG00000002933","ENST00000462826","7",0.5757,55365,"TMEM176A","TMEM176A-003",1,"q36.1",2065
"TMEM176B","ENSG00000106565","ENST00000447204","7",0.5168,28959,"TMEM176B","TMEM176B-001",-1,"q36.1",1430
"TMEM177","ENSG00000144120","ENST00000424086","2",0.5247,80775,"TMEM177","TMEM177-201",1,"q14.2",1738
"TMEM179","ENSG00000258986","ENST00000341595","14",0.5382,388021,"TMEM179","TMEM179-001",-1,"q32.33",2510
"TMEM179B","ENSG00000185475","ENST00000333449","11",0.5276,102465448,"TMEM179B","TMEM179B-001",1,"q12.3",1023
"TMEM18","ENSG00000151353","ENST00000281017","2",0.5339,129787,"TMEM18","TMEM18-001",-1,"p25.3",2762
"TMEM180","ENSG00000138111","ENST00000238936","10",0.5345,79847,"TMEM180","TMEM180-001",1,"q24.32",2852
"TMEM181","ENSG00000146433","ENST00000367090","6",0.4738,57583,"TMEM181","TMEM181-001",1,"q25.3",5390
"TMEM182","ENSG00000170417","ENST00000412401","2",0.3897,130827,"TMEM182","TMEM182-001",1,"q12.1",3593
"TMEM183A","ENSG00000163444","ENST00000367242","1",0.415,653659,"TMEM183A","TMEM183A-001",1,"q32.1",3019
"TMEM184A","ENSG00000164855","ENST00000297477","7",0.6284,101927064,"TMEM184A","TMEM184A-001",-1,"p22.3",6276
"TMEM184B","ENSG00000198792","ENST00000436674","22",0.5351,25829,"TMEM184B","TMEM184B-003",-1,"q13.1",3667
"TMEM184C","ENSG00000164168","ENST00000296582","4",0.3871,55751,"TMEM184C","TMEM184C-001",1,"q31.23",4178
"TMEM185A","ENSG00000155984","ENST00000519015","X",0.4264,84548,"TMEM185A","TMEM185A-009",-1,"q28",3033
"TMEM185B","ENSG00000226479","ENST00000426077","2",0.5317,79134,"TMEM185B","TMEM185B-001",-1,"q14.2",2131
"TMEM186","ENSG00000184857","ENST00000333050","16",0.477,25880,"TMEM186","TMEM186-001",-1,"p13.2",1448
"TMEM187","ENSG00000177854","ENST00000369982","X",0.5277,8269,"TMEM187","TMEM187-001",1,"q28",1880
"TMEM189","ENSG00000240849","ENST00000557021","20",0.4846,387522,"TMEM189","TMEM189-201",-1,"q13.13",2916
"TMEM189-UBE2V1","ENSG00000124208","ENST00000341698","20",0.4838,387522,"TMEM189-UBE2V1","TMEM189-UBE2V1-001",-1,"q13.13",2757
"TMEM19","ENSG00000139291","ENST00000266673","12",0.3945,55266,"TMEM19","TMEM19-001",1,"q21.1",4666
"TMEM190","ENSG00000160472","ENST00000291934","19",0.6693,147744,"TMEM190","TMEM190-001",1,"q13.42",593
"TMEM191A","ENSG00000226287","ENST00000450925","22",0.6131,84222,"TMEM191A","TMEM191A-001",1,"q11.21",1961
"TMEM191C","ENSG00000206140","ENST00000449424","22",0.5746,NA,"TMEM191C","TMEM191C-004",1,"q11.21",2593
"TMEM192","ENSG00000170088","ENST00000306480","4",0.4175,201931,"TMEM192","TMEM192-001",-1,"q32.3",6198
"TMEM194A","ENSG00000166881","ENST00000300128","12",0.4416,23306,"TMEM194A","TMEM194A-001",-1,"q13.3",5590
"TMEM194B","ENSG00000189362","ENST00000409150","2",0.4026,100131211,"TMEM194B","TMEM194B-001",-1,"q32.2",6168
"TMEM196","ENSG00000173452","ENST00000405844","7",0.3508,256130,"TMEM196","TMEM196-003",-1,"p21.1",4054
"TMEM198","ENSG00000188760","ENST00000344458","2",0.5618,130612,"TMEM198","TMEM198-002",1,"q35",2393
"TMEM198B","ENSG00000182796","ENST00000478241","12",0.5434,440104,"TMEM198B","TMEM198B-001",1,"q13.2",2787
"TMEM199","ENSG00000244045","ENST00000292114","17",0.5191,100616388,"TMEM199","TMEM199-001",1,"q11.2",3148
"TMEM2","ENSG00000135048","ENST00000377044","9",0.4046,23670,"TMEM2","TMEM2-001",-1,"q21.13",6523
"TMEM200A","ENSG00000164484","ENST00000392429","6",0.3816,114801,"TMEM200A","TMEM200A-201",1,"q23.1",5017
"TMEM200B","ENSG00000253304","ENST00000420504","1",0.6464,399474,"TMEM200B","TMEM200B-002",-1,"p35.3",2553
"TMEM200C","ENSG00000206432","ENST00000581347","18",0.4476,645369,"TMEM200C","TMEM200C-001",-1,"p11.31",10638
"TMEM201","ENSG00000188807","ENST00000340305","1",0.5937,199953,"TMEM201","TMEM201-003",1,"p36.22",3851
"TMEM202","ENSG00000187806","ENST00000341689","15",0.4137,338949,"TMEM202","TMEM202-003",1,"q23",1012
"TMEM203","ENSG00000187713","ENST00000343666","9",0.5671,94107,"TMEM203","TMEM203-001",-1,"q34.3",1557
"TMEM204","ENSG00000131634","ENST00000566264","16",0.5804,79652,"TMEM204","TMEM204-002",1,"p13.3",1938
"TMEM205","ENSG00000105518","ENST00000588321","19",0.5421,374882,"TMEM205","TMEM205-006",-1,"p13.2",1310
"TMEM206","ENSG00000065600","ENST00000261455","1",0.4457,55248,"TMEM206","TMEM206-001",-1,"q32.3",2475
"TMEM207","ENSG00000198398","ENST00000354905","3",0.377,131920,"TMEM207","TMEM207-001",-1,"q28",1448
"TMEM208","ENSG00000168701","ENST00000563168","16",0.5538,29100,"TMEM208","TMEM208-003",1,"q22.1",1525
"TMEM209","ENSG00000146842","ENST00000397622","7",0.3756,84928,"TMEM209","TMEM209-001",-1,"q32.2",3545
"TMEM211","ENSG00000206069","ENST00000407886","22",0.4871,255349,"TMEM211","TMEM211-001",-1,"q11.23",866
"TMEM212","ENSG00000186329","ENST00000334567","3",0.3938,389177,"TMEM212","TMEM212-001",1,"q26.31",1881
"TMEM213","ENSG00000214128","ENST00000442682","7",0.4397,155006,"TMEM213","TMEM213-001",1,"q34",4167
"TMEM214","ENSG00000119777","ENST00000238788","2",0.5501,54867,"TMEM214","TMEM214-001",1,"p23.3",2990
"TMEM215","ENSG00000188133","ENST00000342743","9",0.4209,401498,"TMEM215","TMEM215-001",1,"p21.1",3581
